video_id,video_folder,filename,relative_path,timestamp_seconds,timestamp_minutes,bin_fine,bin_coarse,mask_zones
katarina_mid,processed_frames/katarina_mid,frame_60.jpg,katarina_mid/frame_60.jpg,60,1.0,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_65.jpg,katarina_mid/frame_65.jpg,65,1.08,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_70.jpg,katarina_mid/frame_70.jpg,70,1.17,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_75.jpg,katarina_mid/frame_75.jpg,75,1.25,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_80.jpg,katarina_mid/frame_80.jpg,80,1.33,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_85.jpg,katarina_mid/frame_85.jpg,85,1.42,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_90.jpg,katarina_mid/frame_90.jpg,90,1.5,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_95.jpg,katarina_mid/frame_95.jpg,95,1.58,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_100.jpg,katarina_mid/frame_100.jpg,100,1.67,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_105.jpg,katarina_mid/frame_105.jpg,105,1.75,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_110.jpg,katarina_mid/frame_110.jpg,110,1.83,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_115.jpg,katarina_mid/frame_115.jpg,115,1.92,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_120.jpg,katarina_mid/frame_120.jpg,120,2.0,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_125.jpg,katarina_mid/frame_125.jpg,125,2.08,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_130.jpg,katarina_mid/frame_130.jpg,130,2.17,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_135.jpg,katarina_mid/frame_135.jpg,135,2.25,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_140.jpg,katarina_mid/frame_140.jpg,140,2.33,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_145.jpg,katarina_mid/frame_145.jpg,145,2.42,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_150.jpg,katarina_mid/frame_150.jpg,150,2.5,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_155.jpg,katarina_mid/frame_155.jpg,155,2.58,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_160.jpg,katarina_mid/frame_160.jpg,160,2.67,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_165.jpg,katarina_mid/frame_165.jpg,165,2.75,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_170.jpg,katarina_mid/frame_170.jpg,170,2.83,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_175.jpg,katarina_mid/frame_175.jpg,175,2.92,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_180.jpg,katarina_mid/frame_180.jpg,180,3.0,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_185.jpg,katarina_mid/frame_185.jpg,185,3.08,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_190.jpg,katarina_mid/frame_190.jpg,190,3.17,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_195.jpg,katarina_mid/frame_195.jpg,195,3.25,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_200.jpg,katarina_mid/frame_200.jpg,200,3.33,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_205.jpg,katarina_mid/frame_205.jpg,205,3.42,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_210.jpg,katarina_mid/frame_210.jpg,210,3.5,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_215.jpg,katarina_mid/frame_215.jpg,215,3.58,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_220.jpg,katarina_mid/frame_220.jpg,220,3.67,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_225.jpg,katarina_mid/frame_225.jpg,225,3.75,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_230.jpg,katarina_mid/frame_230.jpg,230,3.83,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_235.jpg,katarina_mid/frame_235.jpg,235,3.92,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_240.jpg,katarina_mid/frame_240.jpg,240,4.0,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_245.jpg,katarina_mid/frame_245.jpg,245,4.08,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_250.jpg,katarina_mid/frame_250.jpg,250,4.17,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_255.jpg,katarina_mid/frame_255.jpg,255,4.25,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_260.jpg,katarina_mid/frame_260.jpg,260,4.33,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_265.jpg,katarina_mid/frame_265.jpg,265,4.42,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_270.jpg,katarina_mid/frame_270.jpg,270,4.5,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_275.jpg,katarina_mid/frame_275.jpg,275,4.58,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_280.jpg,katarina_mid/frame_280.jpg,280,4.67,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_285.jpg,katarina_mid/frame_285.jpg,285,4.75,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_290.jpg,katarina_mid/frame_290.jpg,290,4.83,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_295.jpg,katarina_mid/frame_295.jpg,295,4.92,0-5min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_300.jpg,katarina_mid/frame_300.jpg,300,5.0,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_305.jpg,katarina_mid/frame_305.jpg,305,5.08,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_310.jpg,katarina_mid/frame_310.jpg,310,5.17,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_315.jpg,katarina_mid/frame_315.jpg,315,5.25,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_320.jpg,katarina_mid/frame_320.jpg,320,5.33,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_325.jpg,katarina_mid/frame_325.jpg,325,5.42,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_330.jpg,katarina_mid/frame_330.jpg,330,5.5,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_335.jpg,katarina_mid/frame_335.jpg,335,5.58,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_340.jpg,katarina_mid/frame_340.jpg,340,5.67,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_345.jpg,katarina_mid/frame_345.jpg,345,5.75,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_350.jpg,katarina_mid/frame_350.jpg,350,5.83,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_355.jpg,katarina_mid/frame_355.jpg,355,5.92,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_360.jpg,katarina_mid/frame_360.jpg,360,6.0,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_365.jpg,katarina_mid/frame_365.jpg,365,6.08,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_370.jpg,katarina_mid/frame_370.jpg,370,6.17,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_375.jpg,katarina_mid/frame_375.jpg,375,6.25,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_380.jpg,katarina_mid/frame_380.jpg,380,6.33,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_385.jpg,katarina_mid/frame_385.jpg,385,6.42,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_390.jpg,katarina_mid/frame_390.jpg,390,6.5,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_395.jpg,katarina_mid/frame_395.jpg,395,6.58,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_400.jpg,katarina_mid/frame_400.jpg,400,6.67,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_405.jpg,katarina_mid/frame_405.jpg,405,6.75,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_410.jpg,katarina_mid/frame_410.jpg,410,6.83,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_415.jpg,katarina_mid/frame_415.jpg,415,6.92,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_420.jpg,katarina_mid/frame_420.jpg,420,7.0,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_425.jpg,katarina_mid/frame_425.jpg,425,7.08,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_430.jpg,katarina_mid/frame_430.jpg,430,7.17,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_435.jpg,katarina_mid/frame_435.jpg,435,7.25,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_440.jpg,katarina_mid/frame_440.jpg,440,7.33,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
katarina_mid,processed_frames/katarina_mid,frame_445.jpg,katarina_mid/frame_445.jpg,445,7.42,5-10min,early_game,"[(0, 0, 1920, 120), (0, 850, 380, 1080), (580, 840, 1480, 1080), (0, 0, 400, 200), (0, 0, 100, 700), (1820, 0, 1920, 700), (1720, 700, 1920, 800)]"
